"run_id","N","seed0","timestamp","dgps","candidates","beta_choice","delta_ll_min","block_seed_offsets","block2_identity_salience","block2_epistemic_treatment","block3_instrumental_parity","block3_identity_neutralisation","IG_base_priors","IG_block2_priors","IG_block2_to_base_ratio"
"W4_N200_seed0_5000_20260703_065431",200,5000,"2026-07-03 06:54:31","EFE_full;no_identity;no_epistemic;RI_cost","EFE_full;no_identity;no_epistemic;RI_cost",8,2,"B2:+9999;B3:+19999","total_id <- params$id_prior_a + params$id_prior_b; params2$id_prior_a <- total_id*0.90; params2$id_prior_b <- total_id*0.10; params2$k_B0 <- params2$k_A0; params2$k_state <- 0","Epistemic attenuation via harm-prior inflation: params2$harm_prior_a <- params$harm_prior_a + 1000; params2$harm_prior_b <- params$harm_prior_b + 1000.","params3$k_B0 <- params3$k_A0; params3$k_state <- 0","params3$id_update_strength <- 0; total_id <- params$id_prior_a + params$id_prior_b; params3$id_prior_a <- total_id/2; params3$id_prior_b <- total_id/2",0.193147180559945,0.000249687874569804,0.00129273372692236
