"dgp","N","n_test_unique","mean_delta_raw_EFE_minus_noid","ci95_lo_delta_raw","ci95_hi_delta_raw","mean_delta_pen_EFE_minus_noid","ci95_lo_delta_pen","ci95_hi_delta_pen"
"no_identity",200,"440",-47.5195602462053,-73.5851008307364,-26.7508177383232,-50.5629476096614,-77.7270696654971,-29.1742269206338
