"dgp","N","n_test_unique","mean_delta_raw_EFE_minus_noid","ci95_lo_delta_raw","ci95_hi_delta_raw","mean_delta_pen_EFE_minus_noid","ci95_lo_delta_pen","ci95_hi_delta_pen"
"no_identity",200,"440",-93.8664053632309,-130.417279720538,-63.347200207007,-96.909792726687,-133.930652005068,-66.9286545856576
