"run_id","N","seed0","timestamp","dgps","candidates","beta_choice","delta_ll_min","block_seed_offsets","block2_identity_salience","block2_epistemic_attenuation","block3_instrumental_parity","block3_identity_neutralisation","IG_base_priors","IG_block2_inflated_priors","IG_block2_to_base_ratio"
"W4_N200_seed0_5000_20260201_090803",200,5000,"2026-02-01 09:08:03","EFE_full;no_identity;no_epistemic;RI_cost","EFE_full;no_identity;no_epistemic;RI_cost",8,2,"B2:+9999;B3:+19999","total_id <- params$id_prior_a + params$id_prior_b; params2$id_prior_a <- total_id*0.90; params2$id_prior_b <- total_id*0.10; params2$k_B0 <- params2$k_A0; params2$k_state <- 0","None (no harm-prior inflation; Block 2 is a lambda-identification block)","params3$k_B0 <- params3$k_A0; params3$k_state <- 0","params3$id_update_strength <- 0; total_id <- params$id_prior_a + params$id_prior_b; params3$id_prior_a <- total_id/2; params3$id_prior_b <- total_id/2",0.193147180559945,0.193147180559945,1
