"dgp","seed","n_test","winner_raw","winner_pen","raw_EFE_full","raw_no_identity","raw_no_epistemic","raw_RI_cost","pen_EFE_full","pen_no_identity","pen_no_epistemic","pen_RI_cost","delta_raw_EFE_minus_noid","delta_pen_EFE_minus_noid"
"EFE_full",105067,440,"EFE_full","EFE_full",-242.60517309321,-326.324237736278,-265.04807255298,-304.984759446376,-251.735335183578,-332.41101246319,-271.134847279893,-311.071534173289,83.7190646430683,80.6756772796122
"EFE_full",105068,440,"EFE_full","EFE_full",-227.032350669842,-307.671547398884,-259.087682729874,-304.984759446376,-236.16251276021,-313.758322125796,-265.174457456786,-311.071534173289,80.6391967290419,77.5958093655858
"EFE_full",105069,440,"EFE_full","EFE_full",-235.723363308999,-308.830763661105,-259.636694272676,-304.984759446376,-244.853525399367,-314.917538388017,-265.723468999588,-311.071534173289,73.1074003521058,70.0640129886497
"EFE_full",105070,440,"EFE_full","EFE_full",-242.434802819358,-392.23753743663,-262.187548781554,-304.984759446376,-251.564964909726,-398.324312163543,-268.274323508467,-311.071534173289,149.802734617272,146.759347253816
"EFE_full",105071,440,"EFE_full","EFE_full",-233.436357281764,-396.77860210394,-258.598554428959,-304.984759446376,-242.566519372133,-402.865376830853,-264.685329155871,-311.071534173289,163.342244822176,160.29885745872
"EFE_full",105072,440,"EFE_full","EFE_full",-234.806285100691,-308.517429466764,-256.536876463799,-304.984759446376,-243.93644719106,-314.604204193677,-262.623651190711,-311.071534173289,73.711144366073,70.6677570026169
"EFE_full",105073,440,"EFE_full","EFE_full",-235.990706835258,-323.903338051079,-264.656544317144,-304.984759446376,-245.120868925626,-329.990112777991,-270.743319044056,-311.071534173289,87.9126312158214,84.8692438523652
"EFE_full",105074,440,"EFE_full","EFE_full",-236.971946992409,-314.425770110522,-259.598790237813,-304.984759446376,-246.102109082777,-320.512544837434,-265.685564964725,-311.071534173289,77.4538231181132,74.410435754657
"EFE_full",105075,440,"EFE_full","EFE_full",-230.801494783661,-345.820992634082,-257.633794586213,-304.984759446376,-239.931656874029,-351.907767360994,-263.720569313125,-311.071534173289,115.019497850421,111.976110486965
"EFE_full",105076,440,"EFE_full","EFE_full",-241.32931248902,-453.134658023654,-253.689910088835,-304.984759446376,-250.459474579389,-459.221432750566,-259.776684815748,-311.071534173289,211.805345534633,208.761958171177
"EFE_full",105077,440,"EFE_full","EFE_full",-240.45470716495,-306.039733600351,-266.575088522613,-Inf,-249.584869255319,-312.126508327264,-272.661863249525,-Inf,65.5850264354011,62.541639071945
"EFE_full",105078,440,"EFE_full","EFE_full",-246.808692909406,-357.406418404201,-261.35797389916,-304.984759446376,-255.938854999775,-363.493193131113,-267.444748626072,-311.071534173289,110.597725494795,107.554338131339
"EFE_full",105079,440,"EFE_full","EFE_full",-243.151256308005,-360.731224524479,-255.171663260088,-304.984759446376,-252.281418398374,-366.817999251391,-261.258437987,-311.071534173289,117.579968216473,114.536580853017
"EFE_full",105080,440,"EFE_full","EFE_full",-234.479581176492,-307.847142397839,-264.279948617274,-304.984759446376,-243.60974326686,-313.933917124751,-270.366723344186,-311.071534173289,73.3675612213471,70.324173857891
"EFE_full",105081,440,"no_epistemic","no_epistemic",-263.633552652292,-371.097128696473,-259.574696303739,-304.984759446376,-272.76371474266,-377.183903423386,-265.661471030651,-311.071534173289,107.463576044182,104.420188680726
"EFE_full",105082,440,"EFE_full","EFE_full",-242.196037669687,-308.411097297876,-267.104507317061,-304.984759446376,-251.326199760056,-314.497872024789,-273.191282043973,-311.071534173289,66.2150596281892,63.171672264733
"EFE_full",105083,440,"EFE_full","EFE_full",-230.44311432577,-305.185502983246,-257.057426853489,-304.984759446376,-239.573276416139,-311.272277710158,-263.144201580402,-311.071534173289,74.7423886574756,71.6990012940195
"EFE_full",105084,440,"EFE_full","EFE_full",-225.362204751448,-337.410866009795,-260.668707021424,-304.984759446376,-234.492366841817,-343.497640736707,-266.755481748336,-311.071534173289,112.048661258347,109.005273894891
"EFE_full",105085,440,"EFE_full","EFE_full",-252.209154196528,-375.394633644146,-260.523506536669,-304.984759446376,-261.339316286897,-381.481408371059,-266.610281263582,-311.071534173289,123.185479447618,120.142092084162
"EFE_full",105086,440,"EFE_full","EFE_full",-246.94280849548,-319.58856167225,-255.418695391949,-304.984759446376,-256.072970585849,-325.675336399163,-261.505470118862,-311.071534173289,72.6457531767699,69.6023658133137
"EFE_full",105087,440,"EFE_full","EFE_full",-240.850994059837,-331.445032391368,-260.729321054494,-Inf,-249.981156150205,-337.531807118281,-266.816095781406,-Inf,90.5940383315318,87.5506509680757
"EFE_full",105088,440,"EFE_full","EFE_full",-236.164927243034,-305.544749957577,-262.210327794931,-304.984759446376,-245.295089333402,-311.63152468449,-268.297102521843,-311.071534173289,69.3798227145436,66.3364353510875
